solveResult, pEnvyFree, solveElapsedTime, totalSolveElaspsedTime, |P|, |I|, cash, fileNumber
2, 0, 0.0114, 3.4128, 3, 13, 1450, 43
2, 0, 0.0121, 3.425, 3, 13, 1500, 43
2, 0, 0.0165, 3.4415, 3, 14, 1200, 44
2, 0, 0.0121, 3.4536, 3, 14, 1250, 44
2, 0, 0.013, 3.4666, 3, 14, 1300, 44
2, 0, 0.0151, 3.4816, 3, 14, 1350, 44
2, 0, 0.0114, 3.493, 3, 14, 1400, 44
2, 0, 0.0108, 3.5038, 3, 14, 1450, 44
2, 0, 0.0113, 3.5151, 3, 14, 1500, 44
2, 0, 0.0235, 3.5386, 3, 15, 1200, 45
2, 0, 0.0107, 3.5493, 3, 15, 1250, 45
2, 0, 0.0109, 3.5602, 3, 15, 1300, 45
2, 0, 0.0107, 3.5709, 3, 15, 1350, 45
2, 0, 0.0105, 3.5814, 3, 15, 1400, 45
2, 0, 0.0103, 3.5917, 3, 15, 1450, 45
2, 0, 0.0107, 3.6024, 3, 15, 1500, 45
2, 0, 0.0126, 3.615, 4, 1, 1200, 46
2, 0, 0.0108, 3.6258, 4, 1, 1250, 46
2, 0, 0.0103, 3.6361, 4, 1, 1300, 46
2, 0, 0.0123, 3.6484, 4, 1, 1350, 46
2, 0, 0.0111, 3.6595, 4, 1, 1400, 46
2, 0, 0.0108, 3.6704, 4, 1, 1450, 46
2, 0, 0.0108, 3.6812, 4, 1, 1500, 46
2, 0.0119, 0.0188, 3.7, 4, 2, 1200, 47
2, 0.0045, 0.0187, 3.7187, 4, 2, 1250, 47
2, 0, 0.0178, 3.7365, 4, 2, 1300, 47
2, 0, 0.0113, 3.7478, 4, 2, 1350, 47
2, 0, 0.0107, 3.7585, 4, 2, 1400, 47
2, 0, 0.0104, 3.7689, 4, 2, 1450, 47
2, 0, 0.011, 3.7799, 4, 2, 1500, 47
2, 0, 0.0271, 3.807, 4, 3, 1200, 48
2, 0, 0.0108, 3.8178, 4, 3, 1250, 48
2, 0, 0.0113, 3.8291, 4, 3, 1300, 48
2, 0, 0.0117, 3.8408, 4, 3, 1350, 48
2, 0, 0.0121, 3.8529, 4, 3, 1400, 48
2, 0, 0.0117, 3.8645, 4, 3, 1450, 48
2, 0, 0.0113, 3.8758, 4, 3, 1500, 48
2, 0, 0.0216, 3.8974, 4, 4, 1200, 49
2, 0, 0.0117, 3.9091, 4, 4, 1250, 49
2, 0, 0.0114, 3.9205, 4, 4, 1300, 49
2, 0, 0.0125, 3.9331, 4, 4, 1350, 49
2, 0, 0.0121, 3.9451, 4, 4, 1400, 49
2, 0, 0.0118, 3.9569, 4, 4, 1450, 49
2, 0, 0.0118, 3.9687, 4, 4, 1500, 49
2, 0, 0.0276, 3.9963, 4, 5, 1200, 50
2, 0, 0.012, 4.0083, 4, 5, 1250, 50
2, 0, 0.0124, 4.0207, 4, 5, 1300, 50
2, 0, 0.0115, 4.0322, 4, 5, 1350, 50
2, 0, 0.0106, 4.0428, 4, 5, 1400, 50
2, 0, 0.0108, 4.0536, 4, 5, 1450, 50
2, 0, 0.0103, 4.0639, 4, 5, 1500, 50
2, 0, 0.019, 4.0829, 4, 6, 1200, 51
2, 0, 0.0108, 4.0937, 4, 6, 1250, 51
2, 0, 0.0107, 4.1044, 4, 6, 1300, 51
2, 0, 0.0112, 4.1156, 4, 6, 1350, 51
2, 0, 0.0109, 4.1265, 4, 6, 1400, 51
2, 0, 0.0109, 4.1374, 4, 6, 1450, 51
2, 0, 0.0105, 4.1479, 4, 6, 1500, 51
2, 0, 0.0445, 4.1924, 4, 7, 1200, 52
2, 0, 0.0118, 4.2042, 4, 7, 1250, 52
2, 0, 0.0115, 4.2157, 4, 7, 1300, 52
2, 0, 0.0119, 4.2276, 4, 7, 1350, 52
2, 0, 0.0174, 4.245, 4, 7, 1400, 52
2, 0, 0.0113, 4.2563, 4, 7, 1450, 52
2, 0, 0.0114, 4.2677, 4, 7, 1500, 52
2, 0, 0.0251, 4.2928, 4, 8, 1200, 53
2, 0, 0.0108, 4.3036, 4, 8, 1250, 53
2, 0, 0.0113, 4.3149, 4, 8, 1300, 53
2, 0, 0.0113, 4.3262, 4, 8, 1350, 53
2, 0, 0.0114, 4.3376, 4, 8, 1400, 53
2, 0, 0.0118, 4.3493, 4, 8, 1450, 53
2, 0, 0.0114, 4.3608, 4, 8, 1500, 53
2, 0, 0.0158, 4.3766, 4, 9, 1200, 54
2, 0, 0.012, 4.3886, 4, 9, 1250, 54
2, 0, 0.0115, 4.4001, 4, 9, 1300, 54
2, 0, 0.0115, 4.4116, 4, 9, 1350, 54
2, 0, 0.0108, 4.4224, 4, 9, 1400, 54
2, 0, 0.0163, 4.4388, 4, 9, 1450, 54
2, 0, 0.0142, 4.453, 4, 9, 1500, 54
2, 0, 0.0261, 4.4791, 4, 10, 1200, 55
2, 0, 0.0125, 4.4916, 4, 10, 1250, 55
2, 0, 0.0118, 4.5033, 4, 10, 1300, 55
2, 0, 0.0109, 4.5142, 4, 10, 1350, 55
2, 0, 0.0126, 4.5268, 4, 10, 1400, 55
2, 0, 0.0126, 4.5394, 4, 10, 1450, 55
2, 0, 0.0127, 4.5521, 4, 10, 1500, 55
2, 0, 0.0184, 4.5704, 4, 11, 1200, 56
2, 0, 0.0124, 4.5828, 4, 11, 1250, 56
2, 0, 0.0111, 4.5939, 4, 11, 1300, 56
2, 0, 0.0122, 4.606, 4, 11, 1350, 56
2, 0, 0.0141, 4.6201, 4, 11, 1400, 56
2, 0, 0.016, 4.636, 4, 11, 1450, 56
2, 0, 0.0112, 4.6473, 4, 11, 1500, 56
2, 0, 0.0188, 4.6661, 4, 12, 1200, 57
2, 0, 0.0105, 4.6766, 4, 12, 1250, 57
2, 0, 0.0098, 4.6863, 4, 12, 1300, 57
2, 0, 0.0098, 4.6961, 4, 12, 1350, 57
2, 0, 0.0099, 4.706, 4, 12, 1400, 57
2, 0, 0.0103, 4.7163, 4, 12, 1450, 57
2, 0, 0.0102, 4.7265, 4, 12, 1500, 57
2, 0, 0.0131, 4.7396, 4, 13, 1200, 58
2, 0, 0.0106, 4.7502, 4, 13, 1250, 58
2, 0, 0.01, 4.7602, 4, 13, 1300, 58
2, 0, 0.01, 4.7702, 4, 13, 1350, 58
2, 0, 0.0097, 4.7799, 4, 13, 1400, 58
2, 0, 0.0099, 4.7898, 4, 13, 1450, 58
2, 0, 0.0099, 4.7997, 4, 13, 1500, 58
2, 0, 0.0135, 4.8131, 4, 14, 1200, 59
2, 0, 0.0111, 4.8243, 4, 14, 1250, 59
2, 0, 0.0112, 4.8355, 4, 14, 1300, 59
2, 0, 0.0118, 4.8473, 4, 14, 1350, 59
2, 0, 0.011, 4.8583, 4, 14, 1400, 59
2, 0, 0.0113, 4.8696, 4, 14, 1450, 59
2, 0, 0.0116, 4.8812, 4, 14, 1500, 59
2, 0, 0.0415, 4.9227, 4, 15, 1200, 60
2, 0, 0.012, 4.9347, 4, 15, 1250, 60
2, 0, 0.0118, 4.9465, 4, 15, 1300, 60
2, 0, 0.0126, 4.9591, 4, 15, 1350, 60
2, 0, 0.0119, 4.971, 4, 15, 1400, 60
